code,pre
892,41
893,41
894,10
895,10
896,10
897,47
898,10
899,10
900,47
901,10
902,41
903,10
904,10
905,10
906,10
907,41
908,10
910,10
909,10
911,10
912,10
913,10
914,41
915,10
916,41
917,41
918,10
919,10
920,47
921,10
922,41
923,10
924,47
925,41
926,10
927,41
928,10
929,41
930,41
931,47
932,10
933,10
934,41
935,41
936,10
937,41
938,41
939,10
940,10
941,41
942,10
943,10
944,47
945,10
946,47
947,17
948,10
949,10
950,10
951,10
952,41
953,41
954,41
955,10
956,41
957,10
958,41
959,10
960,10
961,41
962,41
963,41
964,10
965,41
966,10
967,47
968,10
969,10
970,10
971,10
972,41
973,41
974,10
975,41
976,10
977,41
978,41
979,10
980,10
981,10
982,41
983,10
984,10
985,10
986,10
987,17
988,10
989,10
990,10
991,10
992,41
993,10
994,10
995,10
996,10
997,10
998,41
999,17
1000,10
